[00:00:09.320] ういお疲れ
[00:00:43.039] 寝たのかと
[00:00:58.920] ばかりOG
[00:01:41.240] つ
[00:01:48.040] こんばんは
[00:01:53.159] よしはいどうもム
[00:01:56.560] ですやるで
[00:01:59.960] 全然やるよこんぐらいの時間だドラクエ3
[00:02:02.719] だったらこんくらいの時間からでも全然
[00:02:04.719] やるねうんないと思っただろお前だもら
[00:02:08.399] こんばんはしきんちゃんこんばんはえり
[00:02:09.959] こんばんはないと思っただろい寝てない寝
[00:02:12.760] てない寝た寝てない寝てないあのじん
[00:02:14.840] ちゃんとあのちょっとあの2次会の
[00:02:18.680] イベントの2次会のさお店の下見に行って
[00:02:22.160] きたうんそこで飯食ってきたんだけどうん
[00:02:26.599] 全然このこのぐらいの時間も早く帰ってっ
[00:02:29.640] てすかったあそうだじじと出かけるって
[00:02:33.800] ちゃんじちゃんにもう早く帰ってドラク
[00:02:37.080] やりたいから早く帰ってもうほら帰って
[00:02:39.800] 帰らせ
[00:02:42.200] たままそれは冗談ですけどそれは冗談だ
[00:02:45.959] けどうまかったうまかったうまかったね
[00:02:49.239] なかなか良かったっすわ楽しみですあのお
[00:02:53.239] 店の2階を貸し切ってあのビュッフェ
[00:02:56.640] スタイルでやるんだけどまあまあなかなか
[00:02:58.519] いい感じのとこでしたね
[00:03:01.800] はいいやあ楽しみになってきたうんでも
[00:03:06.319] ドラクエやりたいやっぱりドラクエやり
[00:03:08.720] たい明日ちょっと俺は午前中出かけなきゃ
[00:03:11.200] いけねえからさまそんな長くできないんだ
[00:03:12.920] けどちょっとだけでもやろうと思って
[00:03:15.120] ドラクエがやりたいんだ
[00:03:21.519] よああちょっと疲れたのでもな仕事やっ
[00:03:26.560] てん
[00:03:27.560] 今日仕事終わりで急いで帰ってきて用して
[00:03:31.400] 出かけて今帰ってきたからちょっと疲れて
[00:03:33.720] はいる
[00:03:34.519] けどちょっと疲れてはいるんですがまあま
[00:03:37.959] でもドラクエはやり
[00:03:39.400] たいすごいね他のゲームだったら俺この
[00:03:42.080] 時間から配信な絶対やんないの
[00:03:44.080] にもういいや今度でてなるんだけどもう
[00:03:48.080] 今日はドラクエ3だったら全然やるこの
[00:03:50.920] 時間から
[00:03:53.680] と人が見に来ないかなこんな時間じゃとか
[00:03:57.239] 関係ないねドラクエだからのなら明日の昼
[00:04:01.439] からやればいいやうん明日の昼からやれば
[00:04:03.720] いいやになってしかもやらない夜までやら
[00:04:06.319] ないって
[00:04:07.680] いういや素晴らしいドラゴンクエスト3ね
[00:04:10.920] こんな僕をも突き動かす魔力があります
[00:04:13.879] 素晴らしい
[00:04:19.079] ですやろやろもう早く
[00:04:24.479] やろしまいにその場合やっても帝国を
[00:04:28.720] すぎるさやってき
[00:04:32.520] ますブはいお誰がブさんやねんこんばんは
[00:04:37.840] ゲームです帰ってきましたじちゃんと
[00:04:42.039] イベントの2次会で使うお店の下見に行っ
[00:04:45.080] てきました時ぐらいまでやるつもり10時
[00:04:47.800] から2時までです10時から2時までうん
[00:04:50.240] なからかなり結構2時までポケポケ誰か来
[00:04:54.160] てくれたこの前ポケポケ対戦誰か来たよみ
[00:04:56.600] ちゃんが来たよみちゃん
[00:04:58.639] とダダで終わった後に愛言葉はアロを軍曹
[00:05:03.440] で待つつって待ってたらみーちゃんが来て
[00:05:06.880] 1回1回やって負けて1回やって負けても
[00:05:10.600] 速攻もう1回再戦やったらもう1回みー
[00:05:12.639] ちゃん戦ってもう1回負けてもうあの対戦
[00:05:16.160] 終わった人にありがとう送りますか送ら
[00:05:18.240] ないで終わった送んねよなつっ
[00:05:21.800] てすこぶちってネタイライしてリザードン
[00:05:27.520] デッキなんだけどデッキ
[00:05:30.840] 笑笑
[00:05:32.400] リザードンEX2枚入ってんのね3枚あっ
[00:05:36.720] て残り3枚でリザードEX引けなくてんな
[00:05:40.919] ことあるな2リザード残ってたデッキの中
[00:05:45.479] にふざけんじゃねえ回んねえんだよデッキ
[00:05:48.800] がデッキが回んねえんだようんなんか雷
[00:05:53.360] デッキだってみちゃんうん俺のファイヤ俺
[00:05:56.080] のファイアーEX瞬殺してくるし電気が
[00:06:00.039] 弱点だからな何気にあれ水じゃなくて負け
[00:06:02.280] は負けま負けは負けうんまあまあそんな
[00:06:05.680] 感じでねじゅんちゃんと
[00:06:09.080] その下見行ってきましたうん結構あの
[00:06:13.759] なんて言うのダイニングバーみたいな結構
[00:06:16.160] おしゃれな
[00:06:17.240] さなんて言うのあの居酒屋っていうよりは
[00:06:22.400] なんお酒飲むとこなん今何人ぐらい行きた
[00:06:25.120] いってなってるの
[00:06:27.039] あーだからあれだよ
[00:06:31.120] と演者含めてま340人ぐらいかな340
[00:06:36.039] 人ぐらいじゃないうん30人ぐらいかな
[00:06:38.759] わかん30何人かぐらいうんだと
[00:06:42.000] 思うま別に自由だからね参加はまできれば
[00:06:45.680] 来てほしいけどまあまあまそんな感じだ
[00:06:49.520] ねでそうそのお店行ってめっちゃおしゃれ
[00:06:52.599] ななんかピザあそこチーズめっちゃ押し
[00:06:54.319] てんのシカゴもうなんつうのシカゴピザっ
[00:06:57.400] ていうのあのなんかさこういうなんかピザ
[00:07:01.520] の生地がさ器みたくなってそこにさチーズ
[00:07:04.080] 溶けたチーズが入ってるさシカゴピザって
[00:07:06.560] いうのああいうのとかのお店なんだけどさ
[00:07:08.919] まそういう雰囲気なんだよなんか
[00:07:11.000] あのチーズ料理とかがめちゃめちゃ多くて
[00:07:13.960] 要は日本の居酒屋じゃないのじんちゃん
[00:07:16.759] 行くじゃん今日メニュー開いてああこう
[00:07:20.319] いう感じなんだてでこう最後までこう
[00:07:23.680] ペラペラペラペラ見ておしんこってないの
[00:07:26.479] て
[00:07:27.599] さねえだろ
[00:07:30.759] おしんこないだろおしんこ食べたかった
[00:07:34.039] らしいうんおしんこないんだごめんお
[00:07:36.840] しんこはないわ
[00:07:38.120] 笑笑おしんこなかったごめんおしこはない
[00:07:40.960] わコンビニで買え笑笑とかやか何かと
[00:07:44.800] 勘違いしてるのこ食べたかったらしいうん
[00:07:47.479] 残念がってましたうんま野菜もありますよ
[00:07:50.520] サラダとかま多分あると思いますああま
[00:07:53.800] いいとこでしたねいいとこでしたで
[00:07:55.560] ちょっと店員さんとも話してもう段取りし
[00:07:58.440] てちょっとも日やるんでていう話をして
[00:08:02.000] うんエンジョイ1
[00:08:04.240] ジョイ
[00:08:05.759] 1そんな感じですね感じですじゃあ
