[00:00:09.280] H
[00:00:33.640] イお
[00:00:41.840] 疲れ
[00:00:44.680] き
[00:00:58.920] ちゃあDET
[00:01:56.600] はいどうもこんばんはどうも
[00:02:00.719] ドラマゲーム
[00:02:07.119] ですやりますかねええどうもよろしくお
[00:02:10.239] 願いしますどうもちゃムです今日もやって
[00:02:11.840] きますよえドラゴンクエストやりたかった
[00:02:16.680] 昨日はちょっと色々あってできませんでし
[00:02:18.640] たが今日はやっていきます
[00:02:22.879] とよろしくお願いし
[00:02:25.319] ますします
[00:02:31.840] はい記事見たよあブログ見たブログ更新し
[00:02:37.680] まし
[00:02:38.680] たま別になんだっていいんですけど暇だっ
[00:02:42.680] たんで暇だったんでうん暇だったんで仕事
[00:02:46.319] 中にまし仕事中に書いてあの見ました
[00:02:49.879] さすがざえない何がやねん何がよそうあの
[00:02:55.360] ねあのゲームボーイアドバンスの20周年
[00:02:59.280] のねえ記念の作品があるんですけどもそれ
[00:03:02.400] がちょっと昨日ねなんかまこれ配信でも
[00:03:05.080] 言ってなかったんだけどそういうちょっと
[00:03:06.599] あの届いたら配信でやりたいなと思って
[00:03:08.879] ずっと前からお金をこう支援ちょ大した
[00:03:12.560] こと額じゃないんですけどちょっとだけ
[00:03:14.040] あのリターンもらえるだけ仕事終わって人
[00:03:16.519] 笑いさせてもらいましたありがとうござい
[00:03:18.959] とんでもねえな今とんでもねえことになっ
[00:03:21.680] ててさそのそのまなんかうんま詳しくは
[00:03:24.560] 読んで読んでくれたから分かると思うんだ
[00:03:27.200] けどとんでもねお祭り騒ぎになっててさ
[00:03:30.040] うん大事件ですわね大事件だよ本当に
[00:03:34.640] まあまあまあまあまあやってきますよ
[00:03:37.680] ドラゴニティクエストやってきますはい
[00:03:39.560] よろしくお願いし
[00:03:41.840] ますいや楽しみにしてたんだけどね
[00:03:44.680] まだまだ時間かりそうだ
[00:03:51.519] なリ
[00:03:55.480] かわいそう名前名前覚えてやがる
[00:03:59.959] チェックでゲーム自体もめちゃめちゃ
[00:04:02.680] 面白いそうなんだよ動画しか見てないけど
[00:04:06.480] Steamでよかったらみなやってみて
[00:04:08.120] スーム版が出てるらしいから俺はちょっと
[00:04:10.640] 物理版出るまではやらないやっぱり
[00:04:12.799] ちゃんとしないとねもうよ人からお金
[00:04:15.280] もらってねまあのさんは別にそんなあれ
[00:04:18.440] じゃないけどよっすよっすおよっすどうも
[00:04:21.840] やるからやる
[00:04:23.880] からドラクエやるからよろしくお願いし
[00:04:28.720] ますやりとてしゃあなかってん今日ずっと
[00:04:32.759] 昨日もずっとねでもちょっと昨日はなんか
[00:04:35.400] 色々バタバタしてできませんでしたから
[00:04:37.880] 今日もやります明日もやろう思ってます
[00:04:41.120] やってき
[00:04:43.360] ますドラクエ
[00:04:46.919] やるよろしくお願いします
[00:04:53.880] リベリーおござまさんのこて言ったまたお
[00:04:58.800] 言った似てんねんどうもこんばんはマ
[00:05:01.960] ゲームです横ここ剃ったんすけどなんか
[00:05:05.000] ここ血れてるね7あの22なんかここ血
[00:05:09.000] てんねんなんかなんか血出とんのよここ
[00:05:11.960] なんでまきちゃんこんばんはやってきます
[00:05:14.600] よ今日もよろしくお願いしますよろしくお
[00:05:18.600] 願しまた赤くなったなあきますはい
[00:05:22.560] よろしくお願いします願しますドラゴン
[00:05:25.479] クエスト3ねそして伝説あだやってきます
[00:05:30.160] か今日もねはいもうあの別に開幕喋ること
[00:05:34.520] ないん
[00:05:35.600] で開幕喋ることないんでもうやりますはい
[00:05:39.400] あのブログを更新したよっていうだけです
[00:05:41.479] まだからなんだって話なんです
[00:05:45.840] けどやっていこうぜ今日も今日もあの哀愁
[00:05:52.759] カメラオンでいき
[00:05:55.880] ます1日開いちゃった
[00:05:58.639] ぜもうなんかなんかさこのゲームま配信し
[00:06:02.240] てるいっぱいいるんだけどさめちゃめちゃ
[00:06:03.840] 進んでるないいよなたくさんやる時間が
[00:06:07.479] あっ
[00:06:08.280] てま俺は俺のペースでやっていく
[00:06:12.680] ぜなんだっけどこまでったの評価えもう
[00:06:16.520] 158
[00:06:18.280] 点158点ねりのドラゴンクどうすか
[00:06:23.199] 158点こんばんはその158点も
[00:06:29.840] ねうんこんな100点満点中150とか
[00:06:32.720] じゃないもう10点満点で153点うん
[00:06:36.759] 素晴らしいえなんだっけ全然覚えてないえ
[00:06:40.000] なんだっけ世界を巡ってオブの情報を集め
[00:06:43.039] それしかそれしかないんじゃわからエジ
[00:06:45.520] ベアに来ました何ですかエジンベアっ
[00:06:50.000] てなんや
[00:06:52.000] これ何これなんここ行けってなってたけど
[00:06:55.560] 地図ではあちょっとて今なんか出たごめん
[00:07:00.440] 一瞬出たよ今なんか飛ばしちゃっ
[00:07:06.120] たもう1回読ませていやもうもう言って
[00:07:10.039] くれないエジンベアのパズルだそうです
[00:07:13.000] これあれだなこれあれだろ多分あの水に
[00:07:16.720] 落とせばいいんじゃないの全部違うんかな
[00:07:19.479] 違うあ違うな水に落とすんじゃ多分ここに
[00:07:22.560] ここに入れるのかここに入ればいいんかま
[00:07:25.000] こんなもん俺にやらせてみたらもうすぐ
[00:07:28.520] よこんなもすぐだからこんなもすぐすぐ
[00:07:33.080] すぐポケモンでこなってな
[00:07:37.599] ああちょっと待ってあやり直しがあるはい
[00:07:41.840] はいはいはいはい全なんかちゃうねあの
[00:07:47.599] きうちゃうちゃうちゃんこんばんはちゃん
[00:07:51.520] こんばんはやってく
[00:07:53.560] ぜ思ったよりも思ったように行くねん思っ
[00:07:57.759] たより行くねんまずこうまずこうはい1個
[00:08:02.599] はい1個こんなも俺がポケモンのさ
[00:08:06.840] ポケモンのあれでめちゃめちゃやってる
[00:08:08.639] から
[00:08:10.080] あのあれの氷の抜け道でよやったポケモン
[00:08:14.039] 金銀の
[00:08:22.599] でれフスベシティ前の
[00:08:25.479] なえ右え右ミーちゃんでしょ右ミー
[00:08:30.720] ちゃん右耳ちゃんな
[00:08:33.640] の余裕すぎるおい余裕すぎる
[00:08:38.640] から余裕余裕すぎるからさ次持って
[00:08:43.440] こいらなめん
[00:08:47.200] ななめるんじゃない
[00:08:54.680] よこんなんじゃ俺の俺のに踊らねえから
[00:08:59.440] もっやらせるこういう意外と好きこういう
[00:09:02.680] こういうのだけをさあの集めたパズルゲー
[00:09:06.680] ムってねえの倉庫版倉庫版ってこういう
[00:09:09.720] ゲーム
[00:09:10.640] かなんかある
[00:09:14.640] ぜ乾きの壺何それ乾きの壺ってあ倉庫番や
[00:09:21.240] べ倉庫番ってこれなんだやろ顔そおもろい
[00:09:25.200] 大好きの壺を手にしたも誰このは数の村に
[00:09:31.279] 伝わるなんか無料のホゲにあり
[00:09:34.680] そうスマホにありそうだよなあれそうだよ
[00:09:38.200] ねやったら全然違うゲームなんだこの数の
[00:09:42.079] 村に伝わるえのない宝その誠の役目がわれ
[00:09:46.680] ない古をあ倉庫版ってこれなん
[00:09:51.720] だと
[00:09:54.279] の合とする
[00:09:57.760] からの
[00:10:00.440] 東のの大きな大地が触れするから北の岩場
[00:10:03.800] を目指すその岩場の中央でこの川の壺を
[00:10:08.279] 使うめちゃめちゃヒントくれるやくばこの
