[00:01:24.720] ひ
[00:01:51.680] ネデアルギベヘあるデア
[00:02:46.519] エボま
[00:03:48.799] 服の色当てゲームする。
[00:03:58.920] 紫ピンク
[00:04:15.360] ピカチュウ色
[00:04:23.560] 見たことねえ。笑笑。
[00:04:51.639] よいしょ。はい、どうもこんばんは。
[00:04:53.400] はい、どうもちゃムゲームです。え、今日の服の色は虹色でしたと。はい、虹色でございました。はい、どうもこんばんは。あー、ということで今日もやりますけども、皆さんポケモンですよ、今日はた。みんな正解な日だった。
[00:05:10.520] 今日はポケモン30
[00:05:12.639] 周年です。おめでとうございます。素晴らしいですな。素晴らしいです。
[00:05:18.919] あの、今日11時から
[00:05:20.800] パチパチ、11
[00:05:22.039] 時からやるんでしょ?なんかあのポケモンダイレクトみたいなやつ。それちょっと見ようぜ。それちょっと見ようぜ。それちょっと見るんで。ま、もちろんゲームもやりますけどもね。ゲームもやりますけど。
[00:05:33.800] 35連続記録芋ことチャピ。
[00:05:36.199] 楽しみ。
[00:05:37.000] くっそ楽しみ。マジで何が出るんだよ。何が出るんだよ。はい。えー、シさんこんばんは。よくこんばんは。モルコペッテリーこんばんは。え、囚人さん、ロムテリオ。び、こんばんは。
[00:05:48.120] ということで、いや、楽しみすぎるやろか
[00:05:50.199] い。楽しみすぎるやろかい?ちょっとどう
[00:05:53.080] しようかな。
[00:05:55.639] 2なんか10時半からなんか10時半から
[00:05:59.560] なんかカウントダウン配信みたいのやる
[00:06:01.600] らしいんだよ。いや、どうしようかな。
[00:06:03.319] そこから見よっかな。いや、なんか
[00:06:04.800] もちろん今日あのジョゼカスやるんだけど
[00:06:07.599] 。ジョゼカスもちろんやるんだけど。いや
[00:06:11.160] 、ちょっと、ちょっとどうしようかな。
[00:06:12.520] 11時までやるか。11時まではやる。
[00:06:15.160] どうしよう。いやあ。
[00:06:18.639] いや、いいっすわな。やっぱポケモン
[00:06:22.360] 30周年でございさ。30周年な。
[00:06:27.360] 俺とためだからな。俺とためだからね。
[00:06:31.440] このポケットモンスター赤すぎるだろ。
[00:06:35.199] パッケージが何回見てもいいわ。良すぎる
[00:06:38.639] だろ、この
[00:06:40.479] 初期のこの水木がタッチの水木がタッチの
[00:06:44.720] このイラスト神かなあ。
[00:06:48.199] 杉森剣のな。やかみすぎる。ま、言うて最新作とかやってないけどでもやっぱポケモンは好きやな。やっぱポケモンは好きや。言うて最新作とかやってないけど。
[00:06:58.280] キャまゲが書いたリザードンを思い出しにな
[00:07:00.479] んだっけ?俺が書いたリザードどうんだっけ?俺リザードン書いたことあったっけ?俺リザードンなんか書いたことあったっけ?書ける気がしないけどど
[00:07:12.560] バケみたいな。
[00:07:14.440] あ、書いてた。書いてた。うん。
[00:07:16.879] なんかこのんだこれがリザードンって言え
[00:07:19.720] ばこの上向いて火を吐いているこの絵なん
[00:07:22.680] すよな。俺にとってはいいね。ま、全然
[00:07:25.520] リアル世代でもな、何でもないけど。
[00:07:27.479] リアル世代でもな、なんでもないけどね。
[00:07:29.960] え、ポケモンダイレクト何が来んのかな?
[00:07:33.000] 何が来んのかな?新作来んのかな?だって
[00:07:35.599] さ、今日発表なわけじゃん。今日発表なの
[00:07:41.360] に。なのにだよ。今日ポケモンダイレクト
[00:07:44.720] があるのにそれより先がけてこの
[00:07:49.159] ファイアレットリーフグリーンのさ、移植
[00:07:51.360] が来るとかさ、30周年のグッズが
[00:07:53.440] いっぱい出るとか出しちゃってるわけ
[00:07:55.680] じゃん。もう相当だぞ。今日相当なことが
[00:07:59.240] ないと本編に先かけて
[00:08:03.680] 来るよな、絶対。
[00:08:06.960] ちょっとうん。ちょっと開けよう。
[00:08:14.280] 良すぎか。良すぎって。おい、良すぎるのかって。お疲れ。
[00:08:20.520] 良すぎるのかって。ちゃん、こんばんは。今日はおめでとうございます。今日はおめでとう。みんなでポケモン
[00:08:27.800] 30
[00:08:28.120] 周年を祝おうじゃないか。良すぎるんだよな。どうしよっかな。マジでなんかあんまりなんかなんか正味正味ジかす。今やる気な。ま、でもやるか。ま、いいやでもやろう。
[00:08:43.080] え、どうしよう。30分からさ、
[00:08:46.360] カウントダウン配信って何やんのかな?
[00:08:48.200] それずっと見てられるものなのかな?CM
[00:08:50.959] みたいな感じなんかな?CMみたいな感じ
[00:08:54.279] なんかな?わかんねえけど。
[00:08:57.399] 懐かしいな、俺。でも1番最初にやった
[00:08:59.680] ポケモン
[00:09:01.279] CMかな?やっぱりやっぱCMなのかな?
[00:09:04.680] 1番最初にやったポケモンこれですからね
[00:09:06.560] 。あ、違う。ごめん。持った。これじゃ
[00:09:08.079] ないわ。一旦最初にやったの金ですわな。
[00:09:11.680] 金ですわ。
[00:09:13.360] 一番最初にやったポケモン金だな。金ちょっとどこにあるかわかんねえけど。あの
[00:09:20.160] ワイハやね。
[00:09:21.519] うわあ、すごいな。え、お、ま、ど、ま、ちょ、そうか。でも俺ら世代じゃないんだよな。俺ら世代じゃなくて金って金って俺世代俺のリアルタイムはルビサファなのね。
[00:09:34.959] 俺の年、俺がまだ子供の頃にリアルタイム
[00:09:38.920] で発売されたのは、
[00:09:41.920] ま、ゲームというものをね、認識してから
[00:09:44.800] やっぱみんなポケモン流行り出したなって
[00:09:46.519] のは俺の世代で流行り出したのは
[00:09:49.240] ルビサファなんだけど、当時おばあちゃん
[00:09:52.160] にってポケモンのルビー姉ちゃんが
[00:09:55.120] サバイアだったから俺ルビーが欲しいよっ
[00:09:57.079] て言ったらなんかしんねえけど頑張ってお
[00:09:59.279] ばあちゃん探してくれてこれ買ってきたん
[00:10:00.959] だよ。
[00:10:02.800] 惜しいんだよな。ポケモンおばあちゃん
[00:10:06.120] 頑張って探してくれたんだけどこれだった
[00:10:08.279] んだよ。でもこれを必死にやった俺は。で
[00:10:11.240] も
[00:10:12.920] 必死にやったな。いや、ああったで、これ
[00:10:18.160] 本当にめちゃくちゃやったよ、これ。いい
[00:10:20.839] で。うん。マジでな。マジでな。ポケモン
[00:10:24.920] 金なんだよな。やっぱな。
[00:10:27.959] 周りの友達みんなルビサバやってんだよ。
[00:10:29.760] で、通信交換とかやってんの。俺1
[00:10:31.680] 人だけこれだったから。俺
[00:10:34.279] 1
[00:10:34.399] 人だけこれで通信交換できなくてちょっと泣いた。
[00:10:38.279] 1人だけこれで。
[00:10:40.680] 懐かしいなあ。で、ルサファー俺諦めて次にやったのがこれだったんだな。ファイアレッドリーフグリンですよ。これもや。これ俺だポケモンほぼ全部ゲットしたで。お味そなめこんばんは。お味噌なめこんばんは。ちょ今日ちょっとごめん。
[00:10:59.399] ちょ、ちょ、ポケモンについて語らせてくれ。俺のポケモン変歴。ポケモン変歴。いや、なちいマジで。エボたに。
[00:11:08.360] ペロお疲れ。ペロンお疲れ。ペロンお疲れ。今日はポケモン
[00:11:11.320] 30
[00:11:11.639] 周年だからちょっとゲームやる前にポケモン
[00:11:14.079] 買ったのパールから。
[00:11:15.320] いや、俺も。や、自分じゃ買ってないな。ポケモン。でも俺ねやってるのやっぱダイパだね。だ、ルビーサファイア買えなくてファイアレッドやってたんすよ。かっこすぎるんだよな。
[00:11:29.720] マジでこれパッケージが良すぎる。パケが良すぎるんだよ。いや、もう白飛びしてる。う、たまんねえよ、こんなん。ちょっと開けよう。
[00:11:48.040] 男の子ワクワクパッケージ。
[00:11:49.600] いや、マジでな。マジでな。このワイヤレスアダプター。ああ、ました。
[00:11:57.480] ワイヤレスアダプターどう?ミな。これ夏すぎない?これ夏すぎねえか。ワイヤレスアダプター。これでんだよ。
[00:12:09.720] あ、プラチナファミ2の検証で当てたよ。
[00:12:12.680] 何それ?ええ、す、当時、当時プラチナファミの検証で当てたんだ。すご。
[00:12:17.480] 俺も当時ダイヤモンドパールが出た時さ、コロコロのさ、なんかコロコロのなんか応募者なんか
[00:12:26.120] 買ってもらえなかったから応募し
[00:12:27.880] いや、マジマジで一緒しょ。マジで一で一緒。俺も買ってもらえなかったから。ポケモンって大体ね
[00:12:33.440] 9月とかに発売なのよ。なんか昔から
[00:12:36.440] 9月とかに発売なのね。で、俺誕生日
[00:12:39.240] 6月じゃん。誕生日6
[00:12:41.000] 月だからもう買えないのね。もうなんか俺の誕生日終わっちゃってるから。
[00:12:44.399] そんななんか誕生日以外の日にまずゲーム
[00:12:47.240] を買ってもらうっていうこと自体がもう
[00:12:49.079] なんか奇跡なんだよ。だからもうもう
[00:12:52.440] めっちゃやりたいのよ。ま、も、待てば
[00:12:54.519] クリスマスで買ってもらえんだけど、もう
[00:12:56.079] 3ヶ月のディザードバンテージはもう当時
[00:12:59.680] の少年にとってポケモンの3ヶ月の出遅
[00:13:02.880] れってのはもう賞味もう死に値するの。だ
[00:13:05.800] からどうしても欲しくてもうダイヤモンド
[00:13:08.399] パール出た時にあれも確か9月とかだった
[00:13:10.199] んだ多分。
[00:13:12.760] で、当時なんかコロコロコミックのなんか
[00:13:17.440] 応募者当たったら抽選であげますみたいな
[00:13:20.800] やつでダイヤモンド500人、パール
[00:13:23.800] 500人みたいななんか合計1000人に
[00:13:26.760] 当たるみたいなあの応募者企画みたいなの
[00:13:30.399] があって、それを応募したんだよ。で、俺
[00:13:31.959] は思ったの。いや、ダイヤモンド送るやつ
[00:13:35.240] 多いやろなって。
[00:13:36.000] なんかもうパッケージからして青とピンクだし、やっぱピンク男の子ピンク選ばんやろうなって、もうそこの時からなんかそういうなんかずる賢いなんか俺は少数派のパールで行くと思って全然当たんなかった。全然当たんなかったわ。
[00:13:52.040] 逆張り
[00:13:53.160] 全然当時から逆張り全然当たんなかったけどなんかその外れましたっていう通知とかもないからまだ来るんじゃないかまだ来るんじゃないかっていうぐらい年明けぐらいまで年来るぐらいまでまだあるまだあると思ったらもう全然来なかったでお母さんに値って買ってもらったっすわな
[00:14:15.920] 買ってもらったっすわなケモンパールです
[00:14:21.560] いやあ、これ嬉しかったよ。当時、これ
[00:14:25.720] 1番やったね。これ1
[00:14:27.320] 番やった。このポケモンパールが
[00:14:30.680] 稽古ボたまに
[00:14:32.279] 稽古神混ぜるな。いや、もうこのうわ、これパッケージがもうエモすぎるんやって。パッケージがええエロい。もう、え、エロいエロいとまで言える。これは正味。
[00:14:47.160] これなんによ。これだよな。
[00:14:49.680] 俺にとってもなんかこの激アね、これ当時いや、この
[00:14:55.360] 3
