[00:01:21.920] エボ
[00:04:16.840] チまど可愛い。茶窓幸せか。茶窓可愛い。
[00:04:54.080] はい、どうもちゃです。はい、やってき
[00:04:56.759] ます。今日も、え、ドラゴンクエスト、え
[00:05:00.199] 、ワツ、モンスターズワ2、え、人生縛り
[00:05:03.320] やっていきますけども、えー、すいません
[00:05:06.560] 。遅くなりましたね。遅くました。ペてる
[00:05:08.280] 、こんばんは。い、こんばんは。あの、貝
[00:05:09.720] を重ねるごとに人来ないの?何[笑い]
[00:05:14.240] 回を重ねるごとに人が来ないんだけど。
[00:05:17.678] [笑い]
[00:05:19.000] 寂しい。
[00:05:19.560] いや、まあ、まあ、寂しいっすね。いや、ま、い、いいですけど。別にいいんですけど。はい。ということで今日もシクシクとやっていきます。もうちょっと本当早く配信したかったんだけど。もうちょっと早く配信したかったんだけど。あ、うんちゃんこんばんは。うんちゃんこんばんは。ああ、シドさんもこんばんは。あの、ちょっとね、ポリメがインストールしてたら楽しくなっちゃってちょっとすいません。あの、配信でやるよって感じなんだけど。
[00:05:22.918] [笑い]
[00:05:43.440] 山君寝ないで。
[00:05:44.800] 寝てねえよ。きききね。こんばんは。
[00:05:45.843] [笑い]
[00:05:47.600] こないだはこないだはありがとうってのも変なんだけどこないだはありがとうってのも変なんだけどな。別にありがとうっていうかマジで寝たかったしあれダブル
[00:05:54.359] [笑い]
[00:05:55.960] あのち陸ちゃんとこでね、あのめちゃめちゃなんかめちゃめ
[00:05:58.944] [笑い]
[00:05:59.720] 230
[00:06:00.479] 分ぐらい俺のレイドで引っ張られたけどいやでもありがたいですね。ありがたいすね。ていうことで今日もやってみますからね。ドラゴンクエストモンスターズテリノアンダーランド人生プレイやってきます。はい。ということでこちらです。こちらです。ドン。めっちゃインストールした。
[00:06:17.284] [笑い]
[00:06:17.880] 本当は夕方から全然できたんだけど。夕方
[00:06:20.680] から全然できたんだけど、めちゃくちゃ
[00:06:23.360] インストールしてきました。いろんな
[00:06:25.000] ゲーム。
[00:06:29.440] いや、ちょっとインストールが楽しいな。
[00:06:31.400] なんかインストールするの目的になっ
[00:06:33.400] ちゃうな、これ。あの時めきメモリアル
[00:06:35.759] 全部インストールしてきたからね。これ
[00:06:36.934] [笑い]
[00:06:37.960] 見てくれ。見てくれ。買った方がいいよ。
[00:06:41.400] うお。
[00:06:42.520] 買った方がいいよ。マジで超いい。楽だよ
[00:06:45.160] 。配信超配信めきメモリアルは全
[00:06:49.240] 5枚組アペンドディスク
[00:06:51.120] 3枚全8枚組です。マジで
[00:06:53.639] 2
[00:06:53.800] 時間ぐらいかかった。マジでな。いいすね。このライブラリーがどんどん増えてくのがいいね。
[00:06:59.360] お疲れ
